alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Camembert au lait pasteurisé;1140;275;55.1;18.8;1.29;21.5;traces;< 0.01;0;12.6;1.43
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte fleurie. double crème environ 30% MG;1430;346;51.2;16.3;0.64;30.9;0.38;-;0.041;21.2;1.37
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Coulommiers;1160;280;51.8;18.4;traces;23;0;-;0.043;16.1;1.45
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle type carré ou brique. à croûte fleurie. non allégé en matière grasse;1360;330;49.9;17.4;traces;28.8;0;-;0.05;18.7;1.31
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Brie. sans précision;1430;345;51.4;17.3;0.68;30.4;0.15;< 0.2;0.056;21.5;1.43
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Brie de Meaux;1150;276;53.4;21;1.17;20.7;< 0.2;< 0.2;0.13;14.5;2.02
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Brie de Melun;1200;288;52.1;21.6;traces;22.2;< 0.2;< 0.2;0;15.2;1.89
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Carré de l'Est;1320;318;-;18;0.83;27;0.33;-;0;18.9;1.6
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Chaource;1150;278;56;17;0.58;22.9;< 0.2;< 0.2;0;15.8;1.9
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Maroilles. laitier;1400;338;45.9;21.8;traces;27.8;traces;< 0.01;0;17.5;1.87
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Maroilles. fermier;1450;349;45.6;20.8;0;29.5;traces;< 0.02;0;17.3;2.07
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Neufchâtel;1240;300;54.8;17.8;traces;25.5;0;0;0;18.1;1.71
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle. triple crème. environ 38% MG;1570;380;48;10.3;1.05;37.2;0.85;-;0;25.8;1.04
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte lavée (aliment moyen);1300;313;50.3;19.6;0.42;25.9;0.37;< 0.13;0.087;17.8;1.77
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte lavée. allégé en matière grasse;834;200;61.5;21.2;1;12.4;-;-;0;8.08;1.63
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Maroilles. sans précision;1350;325;48.3;21.5;traces;26.4;< 0.2;< 0.2;0;18.1;2.09
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Livarot;1250;301;48.9;24.1;traces;22.6;< 0.2;< 0.2;< 0.5;15.3;1.5
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Époisses;1180;286;55.6;17.3;traces;24;0;< 0.03;< 0.5;17;1.77
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Munster;1350;324;49.2;20;0.7;26.8;0.56;-;0.19;18.9;2
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Langres;1180;286;56.2;16.4;1.13;23.8;< 0.2;< 0.2;traces;16.9;0.99
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte lavée. non allégé en matière grasse;1290;311;51.8;19.9;traces;25.7;traces;< 0.1;0;17.4;1.57
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Pont l'Évêque;1350;326;47.9;22.2;traces;26.2;< 0.2;< 0.2;0;18.2;1.3
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Reblochon;1330;322;49.1;19.9;traces;26.9;0;< 0.02;0;19;1.38
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Saint-Marcellin;1160;280;58.3;14.8;traces;24.3;< 0.2;< 0.2;0;18.1;1.08
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;1390;336;47.8;17.8;1;29;1;-;0;19.5;-
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Mont d'or ou vacherin du Haut-Doubs (produit en France) ou vacherin-Mont d'Or (produit en Suisse);1210;293;52.9;17.5;0.54;24.6;0.5;< 0.1;0;17;1.43
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Saint-Félicien;1160;281;58.6;13.1;traces;25.2;0;< 0.1;0;18;1.28
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage pour tartiflette (pâte molle et croûte mixte);1330;320;-;19.8;0.72;26.4;0.72;-;< 1;18.5;1.48
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Boulette d'Avesne;1470;355;44.1;20.5;traces;30;traces;< 0.2;0;19.8;1.99
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de brebis corse à pâte molle;1760;426;28.7;20;0;38.4;0;-;0;-;1.9
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre lactique affiné. type palet. crottin ou bûchette;1280;308;50.9;20.3;1.24;24.7;0.26;< 0.2;0;18.3;1.52
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Sainte-Maure de Touraine (fromage de chèvre);1190;286;53.4;18.1;1.12;23.3;0.017;< 0.02;0;17.6;1.32
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre demi-sec;1460;353;45.5;21.1;traces;29.8;0;-;0;20.6;1.81
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre bûche;1180;285;54.8;18.4;traces;23.3;traces;< 0.1;0;16.2;1.58
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre bûche. allégé en matière grasse;764;183;60.5;22.1;1;10;1;-;0;6.8;1.24
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre à pâte molle non pressée non cuite et croûte naturelle;1190;286;53.6;19.1;0.72;23;0.69;-;0;16.3;1.56
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre sec;1830;440;29;29.9;traces;35.6;-;-;0;24.6;1.06
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de chèvre à pâte molle et croûte fleurie (type camembert. cabécou);1200;288;52.8;18.6;traces;23.8;0;< 0.2;0;15.9;0.84
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Fromage de brebis à pâte molle et croûte fleurie;1230;297;55.6;17.6;traces;25.2;0;-;0;18.4;1.41
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Chabichou (fromage de chèvre);1260;305;50.4;19;1.5;24.8;< 0.5;< 0.2;0;17.9;1.45
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Pélardon (fromage de chèvre);1420;343;43.6;23.3;0;27.8;traces;< 0.2;0;18.6;1.43
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Crottin de chèvre. au lait cru;1590;384;44.8;22.7;traces;32.6;traces;< 0.2;0;24.1;1.01
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Crottin de chèvre. sans précision sur le type de lait - pasteurisé ou cru -;1430;344;-;21.9;1;28;traces;< 0.2;0;19.6;1.17
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Crottin de Chavignol (fromage de chèvre);1320;318;50.8;20.3;1.28;25.8;1;< 0.2;0;19;1.58
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Picodon (fromage de chèvre);1300;313;49.4;19.5;1;25.6;0.9;< 0.2;0.13;19;1.27
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Pouligny Saint-Pierre (fromage de chèvre);1190;286;52.7;17.3;1.38;23.5;traces;< 0.2;0;16.7;1.43
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Sainte-Maure (fromage de chèvre);1240;298;50.3;19.6;0.91;24;0.52;-;0.000025;17.1;1.56
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Selles-sur-Cher (fromage de chèvre);1200;289;53.1;18.4;1.17;23.5;0.58;< 0.02;0;17.5;1.47
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Chevrot (fromage de chèvre);1090;263;59.1;16.9;1.42;21.1;0.49;< 0.2;0;14.3;1.02
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Rocamadour (fromage de chèvre);1140;274;57.2;17.7;0.93;22.2;0.23;< 0.25;0.5;17;1.14
produits laitiers;fromages et alternatives végétales;fromages à pâte molle;Valençay (fromage de chèvre);1220;295;51.8;18.5;0.64;24.3;0.64;< 0.2;0;17.7;1.42
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Roquefort (fromage de brebis);1590;384;41.9;19.1;traces;33.9;traces;< 0.1;0;24.9;3.22
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fourme de Montbrison;1510;365;42.8;22.1;0;30.8;traces;traces;0;20.5;1.63
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fromage bleu au lait de vache. non allégé en matière grasse;1500;361;48.1;16.5;0.68;32.5;0.18;< 0.2;0.063;22.5;1.87
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fromage bleu d'Auvergne;1420;342;44.1;20.2;traces;29;0;-;0.0001;20.2;2.68
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fourme d'Ambert;1400;339;46.6;20.2;traces;28.4;traces;< 0.01;0;16.3;2.2
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fromage bleu des Causses;1450;350;45.2;20;traces;30;0;-;0;21.2;3.4
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Gorgonzola;1320;318;51.1;19.1;traces;26.9;0;-;0;16.4;1.89
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel;1510;364;43.6;22.1;traces;30.7;traces;-;0;20.2;1.44
produits laitiers;fromages et alternatives végétales;fromages à pâte persillée;Fromage bleu au lait de vache. allegé en matière grasse;929;223;-;21;1;15;0.5;-;0;11;1.7
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Emmental de Savoie ou emmenthal de Savoie;1650;396;34.9;29.1;traces;30.8;< 0.1;< 0.1;0;21.4;0.26
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée cuite (aliment moyen);1640;396;35.2;27.3;0.28;31.6;0.0031;< 0.17;0.0045;20.7;0.91
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Beaufort;1680;404;34.3;26.1;0.72;33;0.1;-;0.063;21.4;1.06
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Cantal jeune;1510;363;40.6;24.2;traces;29.1;0;< 0.01;0;18.8;1.81
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Comté;1710;413;33.2;27.2;traces;33.8;0;< 0.3;0;21.7;0.84
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Abondance;1630;393;37.2;26.6;traces;31.6;< 0.2;< 0.2;0.083;20.1;1.73
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Gruyère IGP France;1720;415;33.2;27.6;0.7;33.2;traces;< 0.01;0;21.6;1.11
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Gruyère. sans précision (origine France ou Suisse);1690;408;32.5;25.8;0.78;33.5;0.0001;-;0;22;1.3
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Emmental ou emmenthal;1550;373;39.1;27.3;traces;28.8;traces;< 0.1;0;19.7;0.61
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée cuite type emmental ou emmenthal. allégé en matière grasse;1080;258;49.6;28.6;1.18;15.2;traces;< 0.01;0;10.4;1.4
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Emmental ou emmenthal. râpé;1530;368;39;27.1;0.58;28.2;traces;< 0.01;0.042;18.1;0.68
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Ossau-Iraty (fromage de brebis);1750;423;33.8;23.7;1;36;0.12;< 0.02;0;24.3;1.76
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Parmesan;1710;411;30.4;30.5;1.14;31;traces;< 0.1;0;20.6;1.57
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fontina;1590;384;37.9;25.1;0.8;31.1;0;-;0;19.2;2
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Pecorino (fromage de brebis);1590;383;32.2;25;1;31;< 0.5;-;0;22;5.3
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Grana Padano;1660;399;30.4;33.2;1.17;28.5;traces;< 0.01;0;17;1.35
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée non cuite type maasdam. allégé en matière grasse;994;238;52.2;27.7;0.8;13.8;0;-;0;8.9;2.06
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Provolone;1410;340;41;25.1;0;26.6;0;-;0;17.1;2.19
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée non cuite. enrobé de cire. non allégé en matière grasse;1260;303;49.2;21.1;traces;23.8;traces;< 0.01;0;15.3;1.78
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée non cuite. enrobé de cire. allégé en matière grasse;869;208;56.4;25;traces;12;< 0.5;-;0;8;1.8
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Cantal entre-deux;1590;383;37.1;26.1;traces;30.5;traces;< 0.1;0;19.9;1.85
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Cantal;1570;378;-;24.8;traces;31;< 0.5;< 0.1;0;24.2;2.15
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Salers;1610;388;38.6;25.4;0;31.4;< 0.2;< 0.2;0;20;2.19
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Cheddar;1650;399;36.4;24.2;1.2;32.6;0.15;< 0.01;0;20.1;1.77
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Edam;1330;320;41.6;25.2;traces;24.4;0;< 0.1;0;16.7;2.22
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Mimolette jeune (moins de 6 mois d'affinage);1380;331;40.1;28.3;traces;24.2;0;-;0;16.1;2.44
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Gouda;1530;369;38.4;24.2;traces;30.2;0;< 0.1;0;20.1;1.95
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Mimolette demi-vieille (6 mois d'affinage minimum);1540;371;34.3;30;0.75;27.5;0;-;0;17.9;3
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Mimolette vieille (12 mois d'affinage minimum);1650;397;30;33.3;traces;28.8;< 0.2;< 0.2;0;19;3.68
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Mimolette. sans précision;1320;319;45.5;25.3;traces;24.2;0;< 0.1;0;16.6;2.17
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage à pâte pressée non cuite type maasdam. non allégé en matière grasse;1490;359;41.1;25;traces;28.4;traces;< 0.1;0;19.5;1.29
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Mimolette extra-vieille (18 mois d'affinage minimum);1670;402;31;33;1;29.5;0;0;0;19.6;3.33
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Morbier;1470;355;43.6;22.4;traces;29.2;traces;< 0.2;0;19.2;1.41
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Fromage de brebis à pâte pressée non cuite des Pyrénées. type tomme ou tome;1630;393;38;21.8;0.72;33.6;0.25;-;0;24;1.61
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Saint-Nectaire. laitier;1380;333;-;21.3;0.9;27.2;0.000033;-;0;18.2;1.55
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Raclette (fromage);1420;342;44.7;22.9;traces;27.5;traces;< 0.1;0;18.5;1.69
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Saint-Nectaire. fermier;1490;360;-;21.8;1.2;29.8;< 0.5;-;0;19.8;1
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Saint-Nectaire. sans précision;1420;342;44.6;23;0.5;27.5;0;< 0.2;0;18;1.8
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);1360;327;47.5;21.8;traces;26.4;traces;< 0.2;0;17.9;1.61
produits laitiers;fromages et alternatives végétales;fromages à pâte pressée ou dure;Tomme ou tome de vache;1510;364;42.3;21.1;3.37;29.4;traces;< 0.1;0;19.4;1.28
